Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
EHIC,eHi Car Services Limited,11.46,$795.69M,2014,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/ehic
EIGR,"Eiger BioPharmaceuticals, Inc.",10.6,$88.69M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/eigr
EKSO,"Ekso Bionics Holdings, Inc.",1.045,$62.61M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ekso
EP^C,El Paso Corporation,48.3665,n/a,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/ep^c
EE,El Paso Electric Company,56.2,$2.28B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ee
LOCO,"El Pollo Loco Holdings, Inc.",11.35,$438.7M,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/loco
EMITF,Elbit Imaging Ltd.,2.45,$22.52M,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/emitf
ESLT,Elbit Systems Ltd.,147.86,$6.32B,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/eslt
EGO,Eldorado Gold Corporation,1.25,$992.51M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ego
ERI,"Eldorado Resorts, Inc.",25.8,$1.98B,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/eri
ESIO,"Electro Scientific Industries, Inc.",16.31,$540.46M,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/esio
ELMD,"Electromed, Inc.",7.35,$60.71M,2011,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/elmd
EA,Electronic Arts Inc.,114.47,$35.34B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ea
EFII,"Electronics for Imaging, Inc.",30.96,$1.44B,1992,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/efii
ELSE,"Electro-Sensors, Inc.",3.9145,$13.29M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/else
ELEC,Electrum Special Acquisition Corporation,10.23,$184.45M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/elec
ELECU,Electrum Special Acquisition Corporation,10.57,$190.58M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/elecu
ELECW,Electrum Special Acquisition Corporation,0.385,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/elecw
ELVT,"Elevate Credit, Inc.",7.62,$317.7M,2017,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/elvt
EBIO,"Eleven Biotherapeutics, Inc.",0.74,$18.28M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ebio
LLY,Eli Lilly and Company,82.89,$91.27B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lly
DWAC,Elkhorn Commodity Rotation Strategy ETF,24.0721,$2.41M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dwac
ELLI,"Ellie Mae, Inc.",87.48,$3.02B,2011,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/elli
EFC,Ellington Financial LLC,15.34,$492.61M,2010,Finance,Real Estate,http://www.nasdaq.com/symbol/efc
EARN,Ellington Residential Mortgage REIT,13.41,$177.08M,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/earn
ELLO,Ellomay Capital Ltd.,7.9,$84.35M,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ello
ECF,Ellsworth Growth and Income Fund Ltd.,9.3601,$120.53M,1986,n/a,n/a,http://www.nasdaq.com/symbol/ecf
ECF^A,Ellsworth Growth and Income Fund Ltd.,24.85,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ecf^a
ESBK,Elmira Savings Bank NY (The),20.7499,$57.19M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/esbk
ELTK,Eltek Ltd.,0.66,$6.69M,1997,Technology,Electrical Products,http://www.nasdaq.com/symbol/eltk
EMAN,eMagin Corporation,2.15,$75.19M,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/eman
AKO.A,Embotelladora Andina S.A.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ako.a
AKO.B,Embotelladora Andina S.A.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ako.b
ERJ,Embraer-Empresa Brasileira de Aeronautica,19.09,$3.51B,2000,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/erj
EMCI,EMC Insurance Group Inc.,29.21,$623.64M,1982,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/emci
EMCF,Emclaire Financial Corp,30.805,$69.75M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/emcf
EME,"EMCOR Group, Inc.",80.52,$4.74B,n/a,Capital Goods,Engineering & Construction,http://www.nasdaq.com/symbol/eme
EMKR,EMCORE Corporation,7.9,$212.35M,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/emkr
EEX,"Emerald Expositions Events, Inc.",23.15,$1.67B,2017,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/eex
EMES,Emerge Energy Services LP,8.17,$246.33M,2013,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/emes
EBS,"Emergent Biosolutions, Inc.",40.2,$1.66B,2006,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ebs
RNEM,Emerging Markets Equity Select ETF,52.79,$5.28M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rnem
EMR,Emerson Electric Company,64.07,$41.01B,n/a,Energy,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/emr
MSN,Emerson Radio Corporation,1.5015,$37.53M,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/msn
EMMS,Emmis Communications Corporation,3.44,$43.73M,1994,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/emms
NYNY,"Empire Resorts, Inc.",22.25,$693.7M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/nyny
ESRT,"Empire State Realty Trust, Inc.",20.04,$6.36B,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/esrt
EIG,Employers Holdings Inc,47.8,$1.55B,2007,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/eig
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor),44.68,$2.03B,2007,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/edn
EMX,EMX Royalty Corporation,0.7099,$56.42M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/emx
ENBL,"Enable Midstream Partners, LP",15.43,$6.67B,2014,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/enbl
ENTA,"Enanta Pharmaceuticals, Inc.",49.21,$939.44M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/enta
EEQ,Enbridge Energy Management LLC,14.6,$1.28B,2002,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/eeq
EEP,"Enbridge Energy, L.P.",15.41,$7.77B,n/a,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/eep
ENB,Enbridge Inc,38.32,$63.35B,n/a,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/enb
ECA,Encana Corporation,12.13,$11.8B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/eca
ECPG,Encore Capital Group Inc,45.8,$1.18B,n/a,Finance,Finance Companies,http://www.nasdaq.com/symbol/ecpg
WIRE,Encore Wire Corporation,45.35,$941.33M,1992,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/wire
EXK,Endeavour Silver Corporation,1.98,$252.36M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/exk
ENDP,Endo International plc,6.53,$1.46B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/endp
ECYT,"Endocyte, Inc.",4.75,$227.33M,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ecyt
ELGX,"Endologix, Inc.",5.57,$464.73M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/elgx
NDRA,ENDRA Life Sciences Inc.,2.41,$9.42M,2017,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/ndra
NDRAW,ENDRA Life Sciences Inc.,0.5,n/a,2017,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/ndraw
EIGI,"Endurance International Group Holdings, Inc.",8.35,$1.2B,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/eigi
NDRO,Enduro Royalty Trust,2.85,$94.05M,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ndro
ENIA,Enel Americas S.A.,10.64,$12.23B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/enia
ENIC,Enel Chile S.A.,5.63,$5.53B,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/enic
EOCC,Enel Generacion Chile S.A.,25.46,$6.96B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/eocc
EGN,Energen Corporation,53.85,$5.23B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/egn
ENR,"Energizer Holdings, Inc.",43.11,$2.67B,2015,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/enr
EPC,"Energizer Holdings, Inc.",65.01,$3.7B,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/epc
WATT,Energous Corporation,9.39,$205.64M,2014,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/watt
EFOI,"Energy Focus, Inc.",2.65,$31.42M,n/a,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/efoi
UUUU,Energy Fuels Inc,1.39,$100.06M,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/uuuu
UUUU.WS,Energy Fuels Inc,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/uuuu.ws
EHR,"Energy Hunter Resources, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ehr
ERII,"Energy Recovery, Inc.",7.67,$410.93M,2008,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/erii
ETE,"Energy Transfer Equity, L.P.",17.92,$19.34B,2006,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/ete
ETP,"Energy Transfer Partners, L.P.",17.66,$25.39B,n/a,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/etp
EXXI,"Energy XXI Gulf Coast, Inc.",8.85,$294.01M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/exxi
ENRJ,"EnerJex Resources, Inc.",0.2644,$2.73M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/enrj
ERF,Enerplus Corporation,9.37,$2.27B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/erf
ENS,Enersys,67.95,$2.95B,2004,Consumer Non-Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/ens
EGL,"Engility Holdings, Inc.",33.41,$1.23B,2015,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/egl
ENG,ENGlobal Corporation,1.22,$33.2M,n/a,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/eng
E,ENI S.p.A.,32.99,$59.95B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/e
ENLK,"EnLink Midstream Partners, LP",15.79,$5.5B,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/enlk
ENLC,"EnLink Midstream, LLC",16,$2.89B,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/enlc
EBF,"Ennis, Inc.",19.6,$498.17M,n/a,Consumer Services,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/ebf
ENVA,"Enova International, Inc.",14.6,$490.69M,2014,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/enva
ENPH,"Enphase Energy, Inc.",1.4,$118.41M,2012,Technology,Semiconductors,http://www.nasdaq.com/symbol/enph
NPO,EnPro Industries,83.29,$1.78B,n/a,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/npo
ESV,ENSCO plc,5.48,$2.39B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/esv
ENSV,ENSERVCO Corporation,0.5167,$26.39M,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/ensv
ESGR,Enstar Group Limited,227.8,$4.43B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/esgr
ESNC,"EnSync, Inc.",0.4597,$25.58M,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/esnc
ENFC,Entegra Financial Corp.,27.25,$186.76M,2014,Finance,Banks,http://www.nasdaq.com/symbol/enfc
ENTG,"Entegris, Inc.",31.625,$4.47B,2000,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/entg
ENTL,"Entellus Medical, Inc.",16.64,$423.2M,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/entl
ETM,Entercom Communications Corporation,10.75,$438.05M,1999,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/etm
EAB,"Entergy Arkansas, Inc.",24.94,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/eab
EAE,"Entergy Arkansas, Inc.",24.8121,n/a,2013,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/eae
EAI,"Entergy Arkansas, Inc.",25.01,n/a,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/eai
ETR,Entergy Corporation,85.67,$15.38B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/etr
ELC,"Entergy Louisiana, Inc.",24.95,n/a,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/elc
ELJ,"Entergy Louisiana, Inc.",25.16,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/elj
ELU,"Entergy Louisiana, Inc.",24.8887,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/elu
EMP,"Entergy Mississippi, Inc.",25.03,n/a,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/emp
ENJ,"Entergy New Orleans, Inc.",25.32,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/enj
ENO,"Entergy New Orleans, Inc.",25.82,n/a,2016,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/eno
EZT,Entergy Texas Inc,26,n/a,2014,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ezt
EBTC,Enterprise Bancorp Inc,35.29,$409.34M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ebtc
EFSC,Enterprise Financial Services Corporation,43.65,$1.01B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/efsc
EPD,Enterprise Products Partners L.P.,25.02,$53.77B,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/epd
EVC,Entravision Communications Corporation,5.25,$474.7M,2000,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/evc
EGI,Entree Resources Ltd.,0.4436,$77M,2017,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/egi
ENV,"Envestnet, Inc",52.95,$2.33B,2010,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/env
EVI,"EnviroStarm, Inc.",26.8,$305.25M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/evi
EVHC,Envision Healthcare Corporation,28.03,$3.39B,2016,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/evhc
EVA,"Enviva Partners, LP",29,$763.19M,2015,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/eva
ENZ,"Enzo Biochem, Inc.",9.49,$441.74M,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/enz
ENZY          ,Enzymotec Ltd.,11.8,$276.45M,2013,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/enzy
EOG,"EOG Resources, Inc.",102.29,$59.07B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/eog
EPE,EP Energy Corporation,2.72,$695.76M,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/epe
EPAM,"EPAM Systems, Inc.",90.61,$4.76B,2012,Technology,EDP Services,http://www.nasdaq.com/symbol/epam
EPZM,"Epizyme, Inc.",16.15,$1.12B,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/epzm
PLUS,ePlus inc.,96.5,$1.37B,1996,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/plus
EPR,EPR Properties,69.05,$5.09B,1997,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/epr
EPR^C,EPR Properties,27.74,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/epr^c
EPR^E,EPR Properties,35.75,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/epr^e
EPR^F,EPR Properties,25.35,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/epr^f
EQT,EQT Corporation,62.06,$10.76B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/eqt
EQGP,"EQT GP Holdings, LP",27.87,$7.42B,2015,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/eqgp
EQM,"EQT Midstream Partners, LP",74.1,$5.97B,2012,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/eqm
EFX,"Equifax, Inc.",109.8,$13.22B,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/efx
EQIX,"Equinix, Inc.",467.06,$36.41B,2000,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/eqix
EQFN,Equitable Financial Corp.,10.4,$35.04M,2015,Finance,Savings Institutions,http://www.nasdaq.com/symbol/eqfn
EQBK,"Equity Bancshares, Inc.",34.03,$415.38M,2015,Finance,Major Banks,http://www.nasdaq.com/symbol/eqbk
EQC,Equity Commonwealth,30.13,$3.74B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/eqc
EQC^D,Equity Commonwealth,26.29,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eqc^d
EQCO,Equity Commonwealth,25.04,n/a,2012,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/eqco
ELS,"Equity Lifestyle Properties, Inc.",88.95,$7.78B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/els
EQR,Equity Residential,67.81,$24.92B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/eqr
EQS,"Equus Total Return, Inc.",2.4,$32.44M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eqs
ERA,"Era Group, Inc.",10.86,$231.1M,n/a,Transportation,Transportation Services,http://www.nasdaq.com/symbol/era
ERIC,Ericsson,6.28,$20.94B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/eric
ERIE,Erie Indemnity Company,122.18,$6.39B,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/erie
ERN,Erin Energy Corp.,2.695,$575.56M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ern
EROS,Eros International PLC,12.7,$787.3M,2013,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/eros
ESCA,"Escalade, Incorporated",12.3,$176.68M,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/esca
ESE,ESCO Technologies Inc.,59.05,$1.53B,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/ese
ESPR,"Esperion Therapeutics, Inc.",45.09,$1.02B,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/espr
ESP,Espey Mfg. & Electronics Corp.,22.53,$53.43M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/esp
ESQ,"Esquire Financial Holdings, Inc.",16.3,$119.19M,2017,Finance,Commercial Banks,http://www.nasdaq.com/symbol/esq
ESSA,"ESSA Bancorp, Inc.",15.97,$185.18M,n/a,Finance,Banks,http://www.nasdaq.com/symbol/essa
EPIX,ESSA Pharma Inc.,0.2547,$7.41M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/epix
ESND,Essendant Inc.,9.51,$357.69M,n/a,Consumer Services,Paper,http://www.nasdaq.com/symbol/esnd
ESNT,Essent Group Ltd.,42.91,$4.01B,2013,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/esnt
ESS,"Essex Property Trust, Inc.",262.53,$17.32B,1994,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ess
EL,"Estee Lauder Companies, Inc. (The)",122.12,$45.01B,1995,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/el
ESL,Esterline Technologies Corporation,95,$2.85B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/esl
ITEQ,ETF Managers Trust BlueStar TA-BIGITech Israel Technology ETF,31.91,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iteq
ETH,Ethan Allen Interiors Inc.,29.35,$806.27M,1993,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/eth
ETSY,"Etsy, Inc.",16.73,$1.98B,2015,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/etsy
CLWT,Euro Tech Holdings Company Limited,3.85,$7.94M,1997,Consumer Durables,Diversified Electronic Products,http://www.nasdaq.com/symbol/clwt
EURN,Euronav NV,8.45,$1.35B,2015,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/eurn
EEFT,"Euronet Worldwide, Inc.",97.19,$5.12B,1997,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/eeft
EEA,"European Equity Fund, Inc. (The)",9.8325,$79.37M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eea
ESEA,Euroseas Ltd.,1.77,$19.78M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/esea
EVEP,"EV Energy Partners, L.P.",0.63,$31.1M,2006,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/evep
EVBN,"Evans Bancorp, Inc.",42.8,$204.37M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/evbn
EVBG,"Everbridge, Inc.",26.8,$752.95M,2016,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/evbg
EVR,Evercore Inc.,78.4,$3.08B,2006,Finance,Investment Managers,http://www.nasdaq.com/symbol/evr
RE,"Everest Re Group, Ltd.",234.79,$9.64B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/re
EVK,"Ever-Glory International Group, Inc.",2.35,$34.76M,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/evk
EVRI,Everi Holdings Inc.,8.32,$555.65M,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/evri
ES,Eversource Energy,62.68,$19.86B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/es
MRAM,"Everspin Technologies, Inc.",9.49,$120.28M,2016,Technology,Semiconductors,http://www.nasdaq.com/symbol/mram
EVTC,"Evertec, Inc.",14.75,$1.07B,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/evtc
